"journal_name","best_quartile","sjr_rank","sjr_index","h_index","citescore","country","oa","publisher"
"Sens Actuators B Chem","UNRANKED","","","","","","",""
"Sens Biosensing Res","UNRANKED","","","","","","",""
"Sens Imaging","UNRANKED","","","","","","",""
"Sens Int","UNRANKED","","","","","","",""
"Sens. Bio-Sens. Res.","UNRANKED","","","","","","",""
"Senses & Society","UNRANKED","","","","","","",""
"Senses &amp; Society","UNRANKED","","","","","","",""
"Sensing and Bio-Sensing Research","Q2","7357","0.616","38","8.00","Netherlands","1","Elsevier"
"Sensors","Q1","5683","0.764","219","6.80","Switzerland","1","Mdpi"
"Sensors (Basel)","UNRANKED","","","","","","",""
"Sensors &amp; Actuators B-Chemical","UNRANKED","","","","","","",""
"Sensors and Actuators B-Chemical","UNRANKED","","","","","","",""
"Sensors and Actuators B: Chemical","Q1","1977","1.482","223","","Netherlands","0",""
"Sensors and Actuators Reports","UNRANKED","","","","","","",""
"Sensors and Materials","Q3","13314","0.271","32","1.80","Japan","1","Myu"
"Sensors international","UNRANKED","","","","","","",""
"Sensory Nerves","UNRANKED","","","","","","",""
"SenSys - Proc. ACM Conf. Embedded Networked Sens. Syst.","UNRANKED","","","","","","",""
"Sentiment Analysis and Ontology Engineering","UNRANKED","","","","","","",""
"SENTRALISASI","UNRANKED","","","","","","",""
"Seoul Journal of Economics","Q3","15470","0.177","6","0.80","South Korea","0","Seoul Natl Univ"
"Sep Purif Technol","UNRANKED","","","","","","",""
"Sep. Purif. Technol.","UNRANKED","","","","","","",""
"Separation and Purification Technology","Q1","2349","1.339","191","12.70","Netherlands","0","Elsevier"
"Separations","Q3","11328","0.371","24","2.50","Switzerland","1","Mdpi"
"Sepsis","UNRANKED","","","","","","",""
"Sepsis (Boston)","UNRANKED","","","","","","",""
"Sepsis Management in Resource-limited Settings","UNRANKED","","","","","","",""
"Sepsis und MODS","UNRANKED","","","","","","",""
"Sequência (Florianópolis)","UNRANKED","","","","","","",""
"Sequential Analysis","Q2","8677","0.527","23","1.50","United States","0",""
"Ser. Libr.","UNRANKED","","","","","","",""
"Ser. Rev.","UNRANKED","","","","","","",""
"Serbian Journal of Experimental & Clinical Research","UNRANKED","","","","","","",""
"Serbian Journal of Experimental and Clinical Research","UNRANKED","","","","","","",""
"Serbian Journal of Management","Q3","14766","0.208","13","1.50","Serbia","1","Univ Belgrade"
"Serials Librarian","UNRANKED","","","","","","",""
"Serials Review","Q2","12591","0.304","24","0.90","United Kingdom","0","Routledge Journals"
"SERIEs","Q2","10022","0.443","18","1.80","Germany","1",""
"SERIEs (Berl)","UNRANKED","","","","","","",""
"Series on Biomechanics","UNRANKED","","","","","","",""
"Serodiagnosis and Immunotherapy in Infectious Disease","UNRANKED","","","","","","",""
"Serv Bus","UNRANKED","","","","","","",""
"Serv. Bus.","UNRANKED","","","","","","",""
"Serv. Ind. J.","UNRANKED","","","","","","",""
"Serv. soc. soc","UNRANKED","","","","","","",""
"Service Business","Q1","4462","0.901","39","7.00","Germany","0","Springer Heidelberg"
"Service Design Capabilities","UNRANKED","","","","","","",""
"Service Enterprise Integration","UNRANKED","","","","","","",""
"Service Industries Journal","Q1","1208","1.996","76","16.40","United Kingdom","0","Routledge Journals"
"Service Management","UNRANKED","","","","","","",""
"Service Oriented Computing and Applications","Q2","11232","0.377","30","3.10","United Kingdom","0","Springernature"
"Service Oriented, Holonic and Multi-Agent Manufacturing Systems for Industry of the Future","UNRANKED","","","","","","",""
"Service Science","Q1","3707","1.016","21","3.70","United States","0","Informs"
"Service Science, Management and Engineering Education for the 21st Century","UNRANKED","","","","","","",""
"Services Marketing Quarterly","UNRANKED","","","","","","",""
"Set Valued Var Anal","UNRANKED","","","","","","",""
"set: Research Information for Teachers","UNRANKED","","","","","","",""
"Seton Hall Journal of Diplomacy and International Relations","UNRANKED","","","","","","",""
"Seton Hall law review","UNRANKED","","","","","","",""
"Settler Colonial Studies","Q1","12124","0.328","23","2.20","United Kingdom","0","Taylor & Francis Australasia"
"Seven Modern Plagues","UNRANKED","","","","","","",""
"Severe Asthma in Children and Adolescents","UNRANKED","","","","","","",""
"Severe Fever with Thrombocytopenia Syndrome","UNRANKED","","","","","","",""
"Severe pneumonia due to COVID-19 and administration of biological drugs.","UNRANKED","","","","","","",""
"Severe Trauma and Sepsis","UNRANKED","","","","","","",""
"Sewanee Review","Q4","17985","0.100","4","0.00","United States","0","Johns Hopkins Univ Press"
"Sex Abuse","UNRANKED","","","","","","",""
"Sex Cult","UNRANKED","","","","","","",""
"Sex Dev","UNRANKED","","","","","","",""
"Sex Disabil","UNRANKED","","","","","","",""
"Sex Health","UNRANKED","","","","","","",""
"Sex Med","UNRANKED","","","","","","",""
"Sex Med Rev","UNRANKED","","","","","","",""
"Sex Reprod Health Matters","UNRANKED","","","","","","",""
"Sex Reprod Healthc","UNRANKED","","","","","","",""
"Sex Reprod Menopause","UNRANKED","","","","","","",""
"Sex Res Social Policy","UNRANKED","","","","","","",""
"Sex Roles","Q1","2415","1.314","136","6.80","United States","0","Springer/Plenum Publishers"
"Sex Transm Dis","UNRANKED","","","","","","",""
"Sex Transm Infect","UNRANKED","","","","","","",""
"Sex- and Gender-Based Women's Health","UNRANKED","","","","","","",""
"Sex-Based Differences in Lung Physiology","UNRANKED","","","","","","",""
"Sex-Based Differences in Lung Physiology. Physiology in Health and Disease.","UNRANKED","","","","","","",""
"Sex. health","UNRANKED","","","","","","",""
"Sex. transm. dis","UNRANKED","","","","","","",""
"Sex. transm. infect","UNRANKED","","","","","","",""
"Sex. Transm. Infect.","UNRANKED","","","","","","",""
"Sex., salud soc. (Rio J.)","UNRANKED","","","","","","",""
"Sexes","UNRANKED","","","","","","",""
"Sexologies","Q3","14017","0.239","20","1.00","France","0",""
"Sexual & Reproductive Healthcare","UNRANKED","","","","","","",""
"Sexual & reproductive healthcare : official journal of the Swedish Association of Midwives","UNRANKED","","","","","","",""
"Sexual and Relationship Therapy","Q3","11521","0.361","47","3.00","United Kingdom","0","Routledge Journals"
"Sexual and Reproductive Health Matters","Q1","4201","0.937","63","4.00","United Kingdom","1","Taylor & Francis Ltd"
"Sexual Health","Q2","7965","0.574","50","3.30","Australia","0","Csiro Publishing"
"Sexual medicine","Q2","7496","0.607","28","3.90","United States","1","Oxford Univ Press"
"Sexual Medicine Reviews","Q1","3623","1.033","37","8.50","United States","0","Oxford Univ Press"
"Sexualities","Q1","6828","0.658","68","3.60","United Kingdom","0","Sage Publications Inc"
"Sexuality & culture","UNRANKED","","","","","","",""
"Sexuality &amp; Disability","UNRANKED","","","","","","",""
"Sexuality and Disability","Q1","6573","0.678","46","2.50","United States","0","Springer"
"Sexually transmitted diseases","Q1","4007","0.967","109","3.70","United States","0","Lippincott Williams & Wilkins"
"Sexually transmitted infections","Q1","2856","1.185","108","5.90","United Kingdom","0","Bmj Publishing Group"
"Sexuologie: Zeitschrift fur Sexualmedizin, Sexualtherapie und Sexualwissenschaft","UNRANKED","","","","","","",""
"Shadow Impact of COVID-19 on Economies: A Greater Depression?","UNRANKED","","","","","","",""
"Shagi/ Steps","UNRANKED","","","","","","",""
"Shakai hoken junpō","UNRANKED","","","","","","",""
"Shakespeare","Q2","16576","0.131","11","0.20","United Kingdom","0","Routledge Journals"
"Shakespeare in Southern Africa","UNRANKED","","","","","","",""
"Shanghai Arch Psychiatry","UNRANKED","","","","","","",""
"Shanghai Chest","UNRANKED","","","","","","",""
"Shanghai Journal of Preventive Medicine","UNRANKED","","","","","","",""
"Shanghai kou qiang yi xue = Shanghai journal of stomatology","UNRANKED","","","","","","",""
"Shanghai Kou Qiang Yi Xue/Shanghai Journal of Stomatology","UNRANKED","","","","","","",""
"Shanghai Ligong Daxue Xuebao/Journal of University of Shanghai for Science and Technology","UNRANKED","","","","","","",""
"Shanlax International Journal of Education","UNRANKED","","","","","","",""
"Shap","UNRANKED","","","","","","",""
"Share","UNRANKED","","","","","","",""
"Shared Trauma, Shared Resilience During a Pandemic","UNRANKED","","","","","","",""
"Sharing Cities 2020","UNRANKED","","","","","","",""
"She Ji","UNRANKED","","","","","","",""
"She Ji: The Journal of Design, Economics, and Innovation","UNRANKED","","","","","","",""
"Sheehy","UNRANKED","","","","","","",""
"Sheep & Goat Medicine","UNRANKED","","","","","","",""
"Sheep and Goat Medicine","UNRANKED","","","","","","",""
"Sheep, Goat, and Cervid Medicine","UNRANKED","","","","","","",""
"Shellfish Safety and Quality","UNRANKED","","","","","","",""
"Shenakht Journal of Psychology &amp; Psychiatry","UNRANKED","","","","","","",""
"Sheng Li Hsueh Pao - Acta Physiologica Sinica","UNRANKED","","","","","","",""
"Sheng li xue bao : [Acta physiologica Sinica]","UNRANKED","","","","","","",""
"Sheng Wu Gong Cheng Xue Bao","UNRANKED","","","","","","",""
"Sheng wu gong cheng xue bao = Chinese journal of biotechnology","UNRANKED","","","","","","",""
"Sheng wu hua xue yu sheng wu wu li xue bao Acta biochimica et biophysica Sinica","UNRANKED","","","","","","",""
"Sheng Wu Yi Xue Gong Cheng Xue Za Zhi","UNRANKED","","","","","","",""
"Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi","UNRANKED","","","","","","",""
"Shengtai Xuebao","UNRANKED","","","","","","",""
"Shengwu Gongcheng Xuebao","UNRANKED","","","","","","",""
"Shengwu Yixue Gongchengxue Zazhi/Journal of Biomedical Engineering","UNRANKED","","","","","","",""
"Shenzhen Daxue Xuebao (Ligong Ban)/Journal of Shenzhen University Science and Engineering","UNRANKED","","","","","","",""
"Shi yan sheng wu xue bao","UNRANKED","","","","","","",""
"Shidnij Svit","UNRANKED","","","","","","",""
"Shinrigaku Kenkyu","UNRANKED","","","","","","",""
"Shinrigaku kenkyu : The Japanese journal of psychology","UNRANKED","","","","","","",""
"Shiraz E Med. J.","UNRANKED","","","","","","",""
"Shiraz E Medical Journal","UNRANKED","","","","","","",""
"Shock","Q1","5045","0.832","127","6.50","United States","0","Lippincott Williams & Wilkins"
"Shock (Augusta Ga.)","UNRANKED","","","","","","",""
"Shock Waves","Q2","7163","0.631","60","4.00","United States","0","Springer"
"Shofar","UNRANKED","","","","","","",""
"Short Film Studies","Q4","17987","0.100","1","0.20","United Kingdom","0","Intellect Ltd"
"Short Views on Insect Genomics and Proteomics","UNRANKED","","","","","","",""
"Short-Term Strategies for Addressing the Impacts of the COVID-19 Pandemic on Women's Workforce Participation","UNRANKED","","","","","","",""
"Shoulder & elbow","UNRANKED","","","","","","",""
"Shoulder &amp; Elbow","UNRANKED","","","","","","",""
"Shoulder Elbow","UNRANKED","","","","","","",""
"Shukan Nihon Ijishinpo","UNRANKED","","","","","","",""
"Si Somos Americanos-Revista De Estudios Transfronterizos","UNRANKED","","","","","","",""
"Sialic Acids and Sialoglycoconjugates in the Biology of Life, Health and Disease","UNRANKED","","","","","","",""
"SialoGlyco Chemistry and Biology I","UNRANKED","","","","","","",""
"SialoGlyco Chemistry and Biology II","UNRANKED","","","","","","",""
"Siam Journal on Applied Dynamical Systems","Q1","3674","1.022","63","4.50","United States","0","Siam Publications"
"Siam Journal on Applied Mathematics","Q1","4481","0.899","103","3.40","United States","0","Siam Publications"
"Siberian Herald of Agricultural Science","UNRANKED","","","","","","",""
"Siberian Historical Research","Q1","13497","0.262","5","0.50","Russian Federation","1",""
"Siberian Historical Research-Sibirskie Istoricheskie Issledovaniya","UNRANKED","","","","","","",""
"Siberian Journal of Life Sciences and Agriculture","UNRANKED","","","","","","",""
"Siberian Journal of Numerical Mathematics","UNRANKED","","","","","","",""
"Siberian Journal of Oncology","UNRANKED","","","","","","",""
"Siberian Medical Review","UNRANKED","","","","","","",""
"Sibirskij Zurnal Kliniceskoj i Eksperimental'noj Mediciny","UNRANKED","","","","","","",""
"Sibirskiy Psikhologicheskiy Zhurnal","Q4","16530","0.133","4","0.50","Russian Federation","1",""
"Sibirskiy Psikhologicheskiy Zhurnal-Siberian Journal of Psychology","UNRANKED","","","","","","",""
"SICE Journal of Control, Measurement, and System Integration","UNRANKED","","","","","","",""
"Sicherheit versus Freiheit","UNRANKED","","","","","","",""
"Sichuan Da Xue Xue Bao Yi Xue Ban","UNRANKED","","","","","","",""
"Sichuan da xue xue bao. Yi xue ban = Journal of Sichuan University. Medical science edition","UNRANKED","","","","","","",""
"SICOT J","UNRANKED","","","","","","",""
"SICOT-J","Q2","7125","0.634","22","2.60","France","1","Edp Sciences S A"
"SID International Symposium. Digest of Technical Papers","UNRANKED","","","","","","",""
"Side Effects of Drugs Annual","UNRANKED","","","","","","",""
"SIGCSE - Proc. ACM Tech. Symp. Comput. Sci. Educ.","UNRANKED","","","","","","",""
"SIGGRAPH Asia 2021 Art Gallery - Computer Graphics and Interactive Techniques Conference - Asia, SA 2021","UNRANKED","","","","","","",""
"SIGGRAPH Asia Emerg. Technol., SA","UNRANKED","","","","","","",""
"SIGGRAPH Asia Posters. SA","UNRANKED","","","","","","",""
"Sight and Sound","Q3","17572","0.102","10","","United Kingdom","0","British Film Inst"
"Sigma J. Eng. Nat. Sci.","UNRANKED","","","","","","",""
"Sigma Journal of Engineering and Natural Sciences-Sigma Muhendislik Ve Fen Bilimleri Dergisi","UNRANKED","","","","","","",""
"SIGMA: Kajian Ilmu Pendidikan Matematika","UNRANKED","","","","","","",""
"Sigmod Record","Q2","5847","0.746","146","2.90","United States","0","Assoc Computing Machinery"
"Signa","Q1","13282","0.272","7","0.40","Spain","1",""
"Signa Vitae","Q3","15498","0.176","10","1.00","Croatia","0","Mre Press"
"Signal and Information Processing, Networking and Computers","UNRANKED","","","","","","",""
"Signal Image Video Process","UNRANKED","","","","","","",""
"Signal Process Image Commun","UNRANKED","","","","","","",""
"Signal Processing","Q1","2680","1.231","154","9.10","Netherlands","0","Elsevier"
"Signal Processing Techniques for Computational Health Informatics","UNRANKED","","","","","","",""
"Signal Processing, Sensor/Information Fusion, and Target Recognition XXX 2021","UNRANKED","","","","","","",""
"Signal Processing: Image Communication","Q2","5363","0.798","93","7.20","Netherlands","0",""
"Signal Transduct","UNRANKED","","","","","","",""
"Signal Transduct Target Ther","UNRANKED","","","","","","",""
"Signal Transduction and Targeted Therapy","Q1","146","6.630","83","31.50","United Kingdom","1","Springernature"
"Signal Transduction During Biomembrane Fusion","UNRANKED","","","","","","",""
"Signal Transduction in the Cardiovascular System in Health and Disease","UNRANKED","","","","","","",""
"Signal, image and video processing","Q2","9695","0.462","48","3.80","United Kingdom","0",""
"Signaling at the Cell Surface in the Circulatory and Ventilatory Systems","UNRANKED","","","","","","",""
"Signals","UNRANKED","","","","","","",""
"Signif (Oxf)","UNRANKED","","","","","","",""
"Significance","UNRANKED","","","","","","",""
"Signifikan : Jurnal Ilmu Ekonomi","UNRANKED","","","","","","",""
"SIGNOS","UNRANKED","","","","","","",""
"Signs: Journal of Women in Culture & Society","UNRANKED","","","","","","",""
"Signs: Journal of Women in Culture &amp; Society","UNRANKED","","","","","","",""
"Signs: Journal of Women in Culture and Society","UNRANKED","","","","","","",""
"Sigurnost","UNRANKED","","","","","","",""
"SIKLUS","UNRANKED","","","","","","",""
"SIKLUS: Jurnal Teknik Sipil","UNRANKED","","","","","","",""
"Silicon","Q2","9191","0.492","41","4.70","Netherlands","0","Springer"
"Silicon Versus Carbon","UNRANKED","","","","","","",""
"Silicon-Based Hybrid Nanoparticles","UNRANKED","","","","","","",""
"SIMAK : Jurnal Sistem Informasi Manajemen dan Akuntansi","UNRANKED","","","","","","",""
"SIMBIOSA","UNRANKED","","","","","","",""
"Simbiotica","UNRANKED","","","","","","",""
"Simbur Cahaya","UNRANKED","","","","","","",""
"Simul Healthc","UNRANKED","","","","","","",""
"Simul Model Pract Theory","UNRANKED","","","","","","",""
"Simul. Gaming","UNRANKED","","","","","","",""
"Simul. healthc","UNRANKED","","","","","","",""
"Simul. Ser.","UNRANKED","","","","","","",""
"Simulacra","UNRANKED","","","","","","",""
"SIMULATION","Q2","8920","0.510","53","3.60","United Kingdom","0",""
"Simulation &amp; Gaming","UNRANKED","","","","","","",""
"Simulation and game-based learning in emergency and disaster management","UNRANKED","","","","","","",""
"Simulation in healthcare : journal of the Society for Simulation in Healthcare","UNRANKED","","","","","","",""
"Simulation Modelling Practice and Theory","Q1","3991","0.968","78","8.50","Netherlands","0","Elsevier"
"Sinapse","UNRANKED","","","","","","",""
"Sindrome Cardiometabolico","UNRANKED","","","","","","",""
"Síndrome de Guillain-Barré y variantes asociadas a la infección por SARS-CoV-2 en México.","UNRANKED","","","","","","",""
"Sinergi : Jurnal Ilmiah Ilmu Manajemen","UNRANKED","","","","","","",""
"Sinergia Académica","UNRANKED","","","","","","",""
"Sinergie","UNRANKED","","","","","","",""
"Singap J Trop Geogr","UNRANKED","","","","","","",""
"Singap. Econ. Rev.","UNRANKED","","","","","","",""
"Singap. med. j","UNRANKED","","","","","","",""
"Singapore Economic Review","Q3","12111","0.329","24","2.30","Singapore","0","World Scientific Publ Co Pte Ltd"
"Singapore Journal of Tropical Geography","Q2","7330","0.618","47","4.40","United Kingdom","0","Wiley"
"Singapore Med J","UNRANKED","","","","","","",""
"Singapore medical journal","Q3","10851","0.398","67","3.20","Singapore","0","Singapore Medical Assoc"
"Single Molecule Spectroscopy and Superresolution Imaging XIV 2021","UNRANKED","","","","","","",""
"Single Nucleotide Polymorphisms","UNRANKED","","","","","","",""
"Sinkron : Jurnal dan Penelitian Teknik Informatika","UNRANKED","","","","","","",""
"SINNvoll arbeiten","UNRANKED","","","","","","",""
"Sinophone-Anglophone Cultural Duet","UNRANKED","","","","","","",""
"Sintech (Science And Information Technology) Journal","UNRANKED","","","","","","",""
"Sinusitis","UNRANKED","","","","","","",""
"Siriraj Medical Journal","UNRANKED","","","","","","",""
"siRNA and miRNA Gene Silencing","UNRANKED","","","","","","",""
"SiSal Journal","Q2","12839","0.292","5","1.10","Japan","1",""
"Sisfotenika","UNRANKED","","","","","","",""
"Sisli Etfal Hastan Tip Bul","UNRANKED","","","","","","",""
"Sisli Etfal Hastanesi tip bulteni","UNRANKED","","","","","","",""
"SiSli Etfal Hastanesi Tip Bulteni / The Medical Bulletin of Sisli Hospital","UNRANKED","","","","","","",""
"Sisli Etfal Hastanesi Tp Bulteni","UNRANKED","","","","","","",""
"Sistemas & Gestao","UNRANKED","","","","","","",""
"Sistemasi: Jurnal Sistem Informasi","UNRANKED","","","","","","",""
"Siyasal-Journal of Political Sciences","UNRANKED","","","","","","",""
"Sj&#x000f6;gren&#x02019;s Syndrome","UNRANKED","","","","","","",""
"Skelet Muscle","UNRANKED","","","","","","",""
"Skelet. radiol","UNRANKED","","","","","","",""
"Skeletal Muscle","Q1","1880","1.530","53","8.00","United Kingdom","1","Bmc"
"Skeletal Radiol","UNRANKED","","","","","","",""
"Skeletal radiology","Q2","7516","0.606","99","4.10","Germany","0","Springer"
"Skilled Interpersonal Communication: Research, Theory and Practice","UNRANKED","","","","","","",""
"Skills in Rheumatology","UNRANKED","","","","","","",""
"Skin and the Heart","UNRANKED","","","","","","",""
"Skin Appendage Disord","UNRANKED","","","","","","",""
"Skin Appendage Disorders","Q2","10252","0.432","21","2.20","Switzerland","0","Karger"
"Skin Health and Disease","UNRANKED","","","","","","",""
"Skin Health Dis","UNRANKED","","","","","","",""
"Skin pharmacology and physiology","Q2","8574","0.534","83","4.40","Switzerland","0","Karger"
"Skin Res Technol","UNRANKED","","","","","","",""
"Skin res. technol","UNRANKED","","","","","","",""
"Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging","UNRANKED","","","","","","",""
"Skin Therapy Letter","UNRANKED","","","","","","",""
"Skinmed","UNRANKED","","","","","","",""
"Skipr","UNRANKED","","","","","","",""
"Sklifosovsky Journal Emergency Medical Care","UNRANKED","","","","","","",""
"Skriflig","UNRANKED","","","","","","",""
"Skull base : official journal of North American Skull Base Society ... [et al.]","UNRANKED","","","","","","",""
"Skull base reports","UNRANKED","","","","","","",""
"SLAS Discov","UNRANKED","","","","","","",""
"SLAS Discovery","Q1","3558","1.042","28","6.40","United States","1","Elsevier Science Inc"
"SLAS discovery : advancing life sciences R & D","UNRANKED","","","","","","",""
"SLAS Technol","UNRANKED","","","","","","",""
"SLAS technol. (Online)","UNRANKED","","","","","","",""
"SLAS technology","Q2","8507","0.537","25","5.40","United States","0","Elsevier Science Inc"
"Slatter's Fundamentals of Veterinary Ophthalmology","UNRANKED","","","","","","",""
"Slavic Review","Q2","14085","0.235","39","1.00","United States","0","Cambridge Univ Press"
"Slavonica","Q4","17825","0.101","3","0.10","United Kingdom","0","Routledge Journals"
"Sleep","Q1","1793","1.580","228","8.70","United States","0","Oxford Univ Press Inc"
"Sleep & breathing = Schlaf & Atmung","UNRANKED","","","","","","",""
"Sleep Adv","UNRANKED","","","","","","",""
"Sleep and biological rhythms","Q3","10955","0.392","35","2.10","United States","0","Springer Japan Kk"
"Sleep and vigilance","UNRANKED","","","","","","",""
"Sleep Biol Rhythms","UNRANKED","","","","","","",""
"Sleep Breath","UNRANKED","","","","","","",""
"Sleep Disord","UNRANKED","","","","","","",""
"Sleep disorders","UNRANKED","","","","","","",""
"Sleep Epidemiology","UNRANKED","","","","","","",""
"Sleep Health","Q1","2959","1.160","38","6.00","United States","0","Elsevier"
"Sleep Med","UNRANKED","","","","","","",""
"Sleep Med Clin","UNRANKED","","","","","","",""
"Sleep Med Rev","UNRANKED","","","","","","",""
"Sleep Med X","UNRANKED","","","","","","",""
"Sleep Medicine","Q1","2663","1.237","141","7.20","Netherlands","0","Elsevier"
"Sleep medicine clinics","Q2","6726","0.666","50","4.80","United Kingdom","0","Elsevier Inc"
"Sleep Medicine Research","UNRANKED","","","","","","",""
"Sleep medicine reviews","Q1","539","3.053","168","17.20","United Kingdom","0","W B Saunders Co Ltd"
"Sleep Medicine: X","UNRANKED","","","","","","",""
"Sleep Sci","UNRANKED","","","","","","",""
"Sleep Sci Pract","UNRANKED","","","","","","",""
"Sleep science","Q3","9965","0.447","26","2.10","Brazil","1","Brazilian Assoc Sleep"
"Sleep Vigil","UNRANKED","","","","","","",""
"Slovak Journal of Political Sciences","UNRANKED","","","","","","",""
"Slovenian Journal of Public Health","UNRANKED","","","","","","",""
"Slow Cities","UNRANKED","","","","","","",""
"Small","Q1","446","3.395","276","19.00","Germany","0","Wiley-V C H Verlag Gmbh"
"Small Animal Cardiology","UNRANKED","","","","","","",""
"Small Animal Clinical Diagnosis by Laboratory Methods","UNRANKED","","","","","","",""
"Small Animal Critical Care Medicine","UNRANKED","","","","","","",""
"Small Animal Medical Differential Diagnosis","UNRANKED","","","","","","",""
"Small Animal Ophthalmology Secrets","UNRANKED","","","","","","",""
"Small Animal Pediatrics","UNRANKED","","","","","","",""
"Small Animal Theriogenology","UNRANKED","","","","","","",""
"Small Bus Econ","UNRANKED","","","","","","",""
"Small Business Economics","Q1","676","2.732","157","12.80","Netherlands","0","Springer"
"Small Enterprise Research","UNRANKED","","","","","","",""
"Small Group Res","UNRANKED","","","","","","",""
"Small Group Research","Q1","3111","1.128","80","5.40","United States","0","Sage Publications Inc"
"Small GTPases","UNRANKED","","","","","","",""
"Small methods","Q1","399","3.629","88","19.40","United Kingdom","0","Wiley-V C H Verlag Gmbh"
"Small Rumin Res","UNRANKED","","","","","","",""
"Small Ruminant Research","Q2","9481","0.473","93","3.20","Netherlands","0","Elsevier"
"Small Sci","UNRANKED","","","","","","",""
"Small Science","UNRANKED","","","","","","",""
"Small States and the New Security Environment","UNRANKED","","","","","","",""
"Small Struct","UNRANKED","","","","","","",""
"Small structures","UNRANKED","","","","","","",""
"Small Wars & Insurgencies","UNRANKED","","","","","","",""
"Small-scale Forestry","Q2","11078","0.386","30","2.90","Netherlands","0","Springer"
"Smart and Sustainable Built Environment","Q1","5423","0.791","23","6.50","United Kingdom","0","Emerald Group Publishing Ltd"
"Smart and Sustainable Manufacturing Systems","Q3","12998","0.285","11","2.00","United States","0","Amer Soc Testing Materials"
"Smart and Sustainable Planning for Cities and Regions","UNRANKED","","","","","","",""
"Smart and Sustainable Supply Chain and Logistics - Trends, Challenges, Methods and Best Practices","UNRANKED","","","","","","",""
"Smart Charging Solutions for Hybrid and Electric Vehicles","UNRANKED","","","","","","",""
"Smart Cities","UNRANKED","","","","","","",""
"Smart Cities for Technological and Social Innovation","UNRANKED","","","","","","",""
"Smart Cities: A Data Analytics Perspective","UNRANKED","","","","","","",""
"Smart City Citizenship","UNRANKED","","","","","","",""
"Smart Energy","UNRANKED","","","","","","",""
"Smart Health","UNRANKED","","","","","","",""
"Smart Health (Amst)","UNRANKED","","","","","","",""
"Smart Healthcare Monitoring Using IoT with 5G: Challenges, Directions, and Future Predictions","UNRANKED","","","","","","",""
"Smart Healthcare System Design","UNRANKED","","","","","","",""
"Smart Innov. Syst. Technol.","UNRANKED","","","","","","",""
"Smart Innovation, Systems and Technologies","UNRANKED","","","","","","",""
"Smart Learn","UNRANKED","","","","","","",""
"Smart Learning Environments","UNRANKED","","","","","","",""
"Smart materials in medicine","UNRANKED","","","","","","",""
"Smart Medical Journal","UNRANKED","","","","","","",""
"Smart Science","Q3","12657","0.301","14","4.00","United Kingdom","1","Taylor & Francis Ltd"
"Smart Sensors, Measurement and Instrumentation","UNRANKED","","","","","","",""
"Smart Sustain. Built Environ.","UNRANKED","","","","","","",""
"Smart Technologies and Design For Healthy Built Environments","UNRANKED","","","","","","",""
"Smart Technologies for Society, State and Economy","UNRANKED","","","","","","",""
"Smart Urban Mobility","UNRANKED","","","","","","",""
"Smart-Journal of Business Management Studies","UNRANKED","","","","","","",""
"Smartmat","UNRANKED","","","","","","",""
"Smartphone-Based Detection Devices: Emerging Trends in Analytical Techniques","UNRANKED","","","","","","",""
"SMATIKA","UNRANKED","","","","","","",""
"Smith College Studies in Social Work","Q2","12147","0.327","23","1.20","United States","0","Routledge Journals"
"Smoking and Lung Inflammation","UNRANKED","","","","","","",""
"SMPTE Motion Imaging Journal","UNRANKED","","","","","","",""
"SMU law review : a publication of Southern Methodist University School of Law","UNRANKED","","","","","","",""
"SN Appl Sci","UNRANKED","","","","","","",""
"SN Applied Sciences","Q2","10382","0.424","43","5.30","Switzerland","1","Springer Int Publ Ag"
"SN Bus Econ","UNRANKED","","","","","","",""
"SN business & economics","UNRANKED","","","","","","",""
"SN Business &amp; Economics","UNRANKED","","","","","","",""
"SN Compr Clin Med","UNRANKED","","","","","","",""
"SN Compr. Clin. Med.","UNRANKED","","","","","","",""
"SN Comprehensive Clinical Medicine","UNRANKED","","","","","","",""
"SN COMPUT","UNRANKED","","","","","","",""
"SN Comput Sci","UNRANKED","","","","","","",""
"SN Computer Science","UNRANKED","","","","","","",""
"SN Oper","UNRANKED","","","","","","",""
"SN Operations Research Forum","UNRANKED","","","","","","",""
"SN Soc Sci","UNRANKED","","","","","","",""
"SN Social Sciences","UNRANKED","","","","","","",""
"SNAME 26th Offshore Symposium, TOS 2021","UNRANKED","","","","","","",""
"Snow Leopards","UNRANKED","","","","","","",""
"Soa Chongsonyon Chongsin Uihak","UNRANKED","","","","","","",""
"Soc Anthropol","UNRANKED","","","","","","",""
"soc bestek","UNRANKED","","","","","","",""
"Soc Choice Welfare","UNRANKED","","","","","","",""
"Soc Cogn Affect Neurosci","UNRANKED","","","","","","",""
"Soc Curr","UNRANKED","","","","","","",""
"Soc Hist Med","UNRANKED","","","","","","",""
"Soc Incl","UNRANKED","","","","","","",""
"Soc Indic Res","UNRANKED","","","","","","",""
"Soc Issues Policy Rev","UNRANKED","","","","","","",""
"Soc Justice Res","UNRANKED","","","","","","",""
"Soc Leg Stud","UNRANKED","","","","","","",""
"Soc Media Soc","UNRANKED","","","","","","",""
